transaction_id,bank_name,customer_id,customer_first_name,customer_last_name,customer_account_number,merchant_id,merchant_name,merchant_account_number,transaction_amount,credit_card_number,credit_card_type,expiry_date,mode_of_transaction,transaction_date,transation_time,transation_type,transation_location,transation_ip,transation_status
92a86ff8-8138-49b6-a936-e514e16b977e,KOTAK,53-7839168,Gennifer,Treadwell,KOTAK031308,16-3949982,Madonna,KOTAK056837,65572,4017952300576357,BRONZE,4/29/2023,BANK,17/09/2019,14:11:08,DEBIT,Suzëmka,118.18.208.65,SUCCESS
8ea86451-15a9-46be-bef4-424f951f1bf7,KOTAK,22-4151694,Neils,Dowdney,KOTAK053118,48-6220956,Kenn,KOTAK083575,99738,3564721059321151,PLATINUM,6/10/2026,POS,07/08/2020,21:28:30,DEBIT,Bočar,51.178.161.116,SUCCESS
1cc62235-b9cc-4c4b-bb37-d83462858352,HDFC,34-5903421,Dael,Gergher,HDFC0028426,84-6204362,Angele,HDFC0095996,99774,4917992279364717,BRONZE,11/25/2022,ONLINE,17/09/2020,4:19:23,CREDIT,Nova Era,112.32.175.139,FAILED
6115f7cf-8db0-4647-a639-55760ab869b1,ICICI,78-4111916,Bennie,Kiffin,ICICI031400,47-4654286,Riley,ICICI083942,89876,3534887319674981,GOLD,3/31/2022,POS,31/05/2020,11:21:50,DEBIT,Varakļāni,19.80.110.227,FAILED
de967cee-fee2-4c63-a97f-6631de31062a,CITY,59-5885787,Danica,Buzzing,CITY0020063,67-4865261,Murielle,CITY0093806,64879,3545823263312770,PLATINUM,6/19/2023,POS,29/09/2019,7:47:54,CREDIT,Harrisburg,106.47.124.62,SUCCESS
cbbfa5f5-1272-4bcc-9a1e-db531117c686,KOTAK,19-5171944,Sibyl,Pitkethly,KOTAK055239,55-4416686,Bonny,KOTAK064041,82333,3533070298927230,PLATINUM,4/5/2027,BANK,07/12/2019,21:01:35,CREDIT,Pak Phayun,127.16.51.15,SUCCESS
696a721b-6ac6-4984-aec7-c80185ad44e1,KOTAK,94-8991965,Anabal,Deare,KOTAK055279,61-4427866,Carolina,KOTAK097492,76911,343293815356222,BRONZE,4/6/2026,BANK,30/09/2019,13:19:06,CREDIT,Donskoye,49.157.90.22,SUCCESS
afb20b33-a5a8-45d9-a050-21002a4d9f4b,HDFC,45-3613794,Gwyn,Toor,HDFC0016320,05-0016835,Cliff,HDFC0079916,79244,3562568194101952,PLATINUM,7/6/2025,ONLINE,25/06/2019,10:22:42,DEBIT,Chochkan,79.25.2.21,SUCCESS
51683625-34a3-44fd-801a-1eb18748d7b8,HDFC,09-5594970,Rivi,Speake,HDFC0037040,74-5967446,Ali,HDFC0092256,53317,3554436001591239,GOLD,7/2/2026,BANK,09/05/2020,22:08:20,DEBIT,Cambanay,61.191.167.162,SUCCESS
87969302-ed9d-4f84-a549-e45561d4d5fe,HDFC,64-8631056,Cecilius,Evequot,HDFC0035079,07-9045740,Jamie,HDFC0065486,24861,670657477674552167,PLATINUM,9/20/2023,ONLINE,11/07/2019,12:03:14,DEBIT,Kenarilang,223.175.110.182,SUCCESS
5bb918e2-ca23-4fff-b655-2fb26b785801,SBI,22-5850085,Maurene,Kendle,SBI00038097,52-9766846,Dennie,SBI00090267,23944,3585474555263403,PLATINUM,11/22/2021,ONLINE,06/11/2019,14:04:55,CREDIT,Helie,124.200.179.25,SUCCESS
fa5e9b96-81a6-4cee-9f7a-8989e87204ea,CITY,46-5060667,Lorry,Hitscher,CITY0010291,81-3023022,Raymond,CITY0074064,24668,3542338107452768,BRONZE,4/30/2023,BANK,05/08/2019,1:37:12,DEBIT,Anávra,144.171.181.86,SUCCESS
0cc5fec8-4b4d-4849-9cbf-4995a0276710,CITY,56-7948964,Garreth,Streatfield,CITY0028604,88-8834776,Oona,CITY0082235,73981,370349189983490,PLATINUM,1/12/2026,BANK,15/09/2019,22:22:53,CREDIT,Buin,45.61.103.188,SUCCESS
ebd31372-6c8c-49cb-853d-c65f87fef127,SBI,91-0433198,Lilia,Skures,SBI00011856,67-5037809,Sadye,SBI00077492,76686,3536123968535648,GOLD,10/7/2025,POS,02/07/2020,11:54:14,CREDIT,Yong’an,60.26.115.5,SUCCESS
64e62aec-d6f0-4676-8b42-5ce839ec4682,KOTAK,11-5174644,Pearla,Flitcroft,KOTAK026491,31-5073071,Gabie,KOTAK090623,61902,3580186300592440,BRONZE,10/11/2022,ONLINE,06/08/2020,14:25:11,DEBIT,Le Lamentin,50.98.176.173,SUCCESS
7d83ae9c-6677-4eb0-9751-585437d71e85,SBI,67-0885702,Nance,Bourgourd,SBI00041777,91-1568247,Heall,SBI00071358,78196,3549472966802509,SILVER,7/1/2025,POS,16/04/2020,2:55:31,DEBIT,Brzeźnica,148.37.60.249,SUCCESS
e3589319-a61b-4419-ad57-d9f6a694fa53,ICICI,77-4096186,Shirlene,Keaveney,ICICI039199,56-5603791,Tedda,ICICI075970,21786,3539540930051148,PLATINUM,1/8/2023,POS,18/08/2019,12:24:52,CREDIT,Corral de Bustos,101.113.167.13,SUCCESS
a75202dd-fb8f-47da-9017-daded469add8,SBI,78-0679996,Phylis,Corss,SBI00024121,09-3437513,Man,SBI00071188,10028,6709834269478404497,BRONZE,7/27/2022,BANK,14/02/2020,7:57:02,DEBIT,Dédougou,197.37.47.88,FAILED
d9c0ae04-505c-4e96-ac57-ca711fd813aa,ICICI,51-6048616,Verina,Armitt,ICICI021197,95-5059104,Avictor,ICICI086650,48398,3556595968692518,BRONZE,4/19/2022,POS,19/06/2020,20:29:24,DEBIT,Gibgos,251.108.120.112,SUCCESS
5b30132a-1613-4e86-97e1-cd5ec1b7a4be,CITY,79-5868918,Melissa,Kinsella,CITY0054292,78-5447513,My,CITY0067156,42591,30255716473487,PLATINUM,10/12/2021,BANK,17/04/2020,11:39:45,CREDIT,Zhichanghe,72.219.145.111,SUCCESS
20dd9d9f-bd43-4a4e-8aec-4dbe3321f453,HDFC,43-2301616,Aube,Spilsburie,HDFC0029742,03-6821995,Octavius,HDFC0086328,62964,3528673789359065,SILVER,2/24/2026,ONLINE,02/03/2020,1:06:41,DEBIT,Fengping,111.176.36.184,SUCCESS
b4074a89-7f33-491f-9c1c-d6a35f21b97d,HDFC,01-9951349,Loni,Wilsee,HDFC0051039,16-8835877,Fredrick,HDFC0060466,60422,5018798218881884,GOLD,10/17/2025,POS,26/02/2020,11:38:28,DEBIT,Kebonan,20.202.86.175,SUCCESS
5f95f19b-4662-442d-a064-c373b50e02c6,ICICI,41-5905815,Phaedra,Monroe,ICICI015046,66-2909403,Candace,ICICI057483,62121,3578336688520950,SILVER,12/18/2026,BANK,30/11/2019,3:53:53,CREDIT,Snegiri,5.178.0.108,FAILED
66cb33a7-1bfa-4ddb-97b5-0317da1d2c26,KOTAK,75-4573618,Estrellita,Heys,KOTAK017413,27-1960170,Cathee,KOTAK084486,19117,3545435795665664,BRONZE,10/25/2025,ONLINE,28/11/2019,4:07:48,DEBIT,Casal dos Bernardos,51.165.95.214,FAILED
fd5858db-f04e-4077-9beb-27c919823824,CITY,21-5789374,Sib,Wittleton,CITY0039291,02-8838290,Karlens,CITY0071045,42669,30276839770237,SILVER,12/19/2024,POS,25/04/2020,5:11:14,CREDIT,Ash Shuhadā’,98.243.26.9,SUCCESS
5a9dcc1d-b645-4515-97fc-ed3f87810514,HDFC,12-7298344,Mildrid,MacCague,HDFC0017822,12-1548082,Jean,HDFC0065691,82160,30209664957041,GOLD,7/6/2023,ONLINE,03/01/2020,18:08:39,DEBIT,Zhenqiao,104.39.200.116,SUCCESS
0c963f07-431e-4778-9792-e610aa6a79c3,KOTAK,19-8088384,Valentina,Gomez,KOTAK010081,69-6336349,Julita,KOTAK059658,14599,4041591610993,GOLD,2/10/2022,BANK,30/05/2020,11:19:32,CREDIT,Carhuac,145.5.202.160,SUCCESS
6b75109f-80f8-4727-b5c2-d5950f49c88a,ICICI,39-1804078,Deana,Bennington,ICICI023330,84-2870711,Terry,ICICI072457,18748,5340430833289207,SILVER,4/18/2026,ONLINE,16/08/2020,0:26:38,DEBIT,Quetta,100.177.243.189,SUCCESS
a2a9d81e-c395-43d1-9a3a-71a9ba4fc3d9,KOTAK,07-2994799,Beale,Pook,KOTAK039209,93-7060195,Tiena,KOTAK058089,27588,3531017066758281,GOLD,9/10/2026,BANK,19/04/2020,12:27:33,CREDIT,Thatèng,107.35.215.141,SUCCESS
e9ff0f1f-1555-4366-9774-cb0a970b3c9a,HDFC,54-0841646,Dacy,Stollhofer,HDFC0050302,73-9350266,Xavier,HDFC0070864,36515,3568222093877270,BRONZE,1/25/2023,BANK,19/10/2019,23:11:13,DEBIT,Jiantang,232.8.238.242,SUCCESS
6eb87ecb-3318-4325-8fe5-b2cf04b187bb,SBI,57-0918641,Judi,Hyne,SBI00038998,42-2534576,Ralf,SBI00068078,89247,5602221423670028,SILVER,9/30/2024,ONLINE,01/08/2019,8:06:03,DEBIT,Podporozh’ye,112.161.91.3,SUCCESS
284a4ce5-1abb-40ba-8fa7-c4ddd0d9863f,KOTAK,62-1834327,Christabel,Crosfeld,KOTAK013616,65-3688399,Robers,KOTAK065737,43177,63041210786704159,PLATINUM,10/1/2021,POS,26/07/2020,19:22:46,DEBIT,Mohelnice,134.61.180.106,SUCCESS
aa822d11-88c5-40f6-8334-33ceac1b015f,KOTAK,08-4757436,Alikee,Tofanelli,KOTAK053343,65-8134304,Gerty,KOTAK098980,66034,201972782020496,SILVER,4/30/2022,ONLINE,22/01/2020,7:29:11,CREDIT,Plewiska,83.246.134.127,SUCCESS
dc32ae57-1eea-4610-b9a8-3e310061da69,HDFC,89-5276926,Freida,McMurrugh,HDFC0010197,06-9071023,Laurianne,HDFC0093382,49218,3558046392868587,SILVER,9/30/2021,POS,05/12/2019,23:30:55,CREDIT,Jiaotan,97.64.189.4,SUCCESS
55ec90ce-4a53-4422-81fa-3e7bc1a5d722,KOTAK,32-1373023,Ellette,Silk,KOTAK053801,24-6197867,Nikolos,KOTAK090188,32843,3541259100286170,GOLD,7/15/2022,BANK,26/07/2020,6:37:26,DEBIT,Sambonggede,24.110.148.34,SUCCESS
10cded30-b351-4758-8ec5-b0815fdc0c94,CITY,19-4105613,Akim,Hillaby,CITY0031724,80-6796665,Loree,CITY0056610,2940,5602243383616056,PLATINUM,9/22/2026,ONLINE,18/01/2020,8:10:25,CREDIT,San Ramón,145.120.201.40,FAILED
582ed932-dd61-425c-91d8-5ee20a291244,KOTAK,37-6768677,Harrietta,Yashanov,KOTAK024898,22-3551860,Siobhan,KOTAK058156,69388,3583632267613304,PLATINUM,5/14/2024,BANK,27/08/2020,22:37:31,DEBIT,Wu’erqihan,152.208.24.85,SUCCESS
77ec9dc0-3d71-46ec-ac1f-8b0efd43f866,KOTAK,00-8085952,Othello,Burbank,KOTAK013428,49-9573351,Ranee,KOTAK055656,5628,3572107691252980,SILVER,11/22/2024,POS,20/06/2019,21:16:54,CREDIT,Bangil,223.18.244.133,SUCCESS
35f90f83-5d57-4d7f-9542-c7a89d0e8420,CITY,28-7173730,Doug,Lune,CITY0032569,78-5577831,Violet,CITY0076252,46348,3584298096926413,SILVER,2/22/2023,ONLINE,21/01/2020,9:10:09,DEBIT,Xiaoying,90.156.23.160,SUCCESS
1c57933d-b231-4988-aca9-c1c4a8d23bc3,SBI,12-4582691,Lorens,Bissett,SBI00050588,03-8207131,Ely,SBI00095940,93637,36915732097404,SILVER,4/13/2023,POS,22/10/2019,0:47:11,DEBIT,Shuyuan Zhen,200.240.242.72,FAILED
58ec3a7c-3659-488f-8056-6b36b7fd04dc,CITY,75-6831117,Burk,Klausewitz,CITY0047060,93-8066753,Almira,CITY0073759,19873,6767990380244196,GOLD,10/13/2021,POS,03/07/2019,15:13:04,DEBIT,Janja,106.137.89.38,SUCCESS
9064c7be-a536-4ec4-a225-ac1a07798e99,ICICI,30-3430413,Angel,Readman,ICICI053478,36-0634235,Bess,ICICI075168,54719,3555387983300413,SILVER,2/20/2022,ONLINE,14/04/2020,16:06:06,DEBIT,Lages,32.49.252.104,SUCCESS
0e088e54-5704-4e7e-882a-923d1c97db62,HDFC,44-3611949,Mersey,Dickins,HDFC0051923,74-1323495,Jinny,HDFC0098454,3500,5108754251464816,GOLD,2/13/2027,BANK,29/06/2019,10:45:14,DEBIT,Sojo,54.65.110.156,SUCCESS
e6babd0e-4d46-4ad2-b03e-f5ae4aa86650,SBI,30-1440982,Estrellita,Colquit,SBI00052952,58-6810927,Sid,SBI00093937,97213,30561986238298,GOLD,1/28/2026,ONLINE,21/06/2019,19:44:19,CREDIT,Koten,109.176.132.157,SUCCESS
d1718936-caf1-4e68-a4b2-ecdd6cc163f4,HDFC,95-4090186,Astra,Camacho,HDFC0032885,74-0317218,Natalee,HDFC0092472,56557,6762146787741491001,GOLD,9/17/2022,BANK,02/08/2019,17:45:36,CREDIT,Taiyu,81.147.64.207,SUCCESS
841a02f2-ae2a-4785-9cfe-08393bb2bb6a,KOTAK,91-6272752,Rik,Pashby,KOTAK054728,78-6353033,Fae,KOTAK073595,87580,201626293317599,GOLD,5/22/2024,BANK,16/09/2020,18:21:52,DEBIT,Ditang,116.10.19.110,SUCCESS
c9c8da0d-a60e-4f0b-8696-13f7781f04ee,ICICI,01-2815031,Anderea,Roby,ICICI028179,36-9169118,Rolland,ICICI092119,99888,3548674451127893,PLATINUM,8/27/2025,BANK,04/03/2020,3:22:22,CREDIT,Yangyuan,92.27.116.193,SUCCESS
0a118c41-0855-44fe-9753-20180e0fcde7,CITY,07-4552554,Raina,Dods,CITY0055425,27-0135298,Veronique,CITY0066793,72449,5448589528364145,SILVER,10/9/2022,ONLINE,05/08/2019,8:37:22,CREDIT,Huangling,52.89.46.173,SUCCESS
3693246d-8062-474d-84ca-8cab17bfa885,SBI,05-1473048,Rosalind,Castro,SBI00032940,39-5900182,Gussie,SBI00086271,4907,3571310815973496,PLATINUM,11/16/2025,BANK,02/07/2020,7:31:47,CREDIT,Balitai,122.189.205.75,SUCCESS
d3244156-840b-4d45-8252-53d64da596df,SBI,94-3851130,Mae,Ceaplen,SBI00023549,84-5865253,Avictor,SBI00091606,21505,3542157128117493,SILVER,3/27/2024,ONLINE,25/04/2020,20:04:12,DEBIT,Mérignac,182.139.192.154,SUCCESS
b89f85df-1fd0-44a8-be1c-c455c752194f,HDFC,75-5588686,Fey,Hutfield,HDFC0039129,24-6222617,Carolina,HDFC0076455,13315,4905397703961498686,PLATINUM,8/7/2022,POS,17/10/2019,23:09:46,DEBIT,Fengyang,225.171.32.211,SUCCESS
58d87f14-d858-4288-8598-cccd48bfb376,HDFC,43-7874680,Bat,Hayfield,HDFC0054297,98-0086423,Jay,HDFC0063834,56791,3540559639197702,PLATINUM,3/18/2027,POS,22/11/2019,22:08:34,CREDIT,Delgado,116.128.242.39,SUCCESS
d57dfcdb-ad9c-4837-a751-04c4364f6d94,KOTAK,27-0136115,Ashia,Coltan,KOTAK034641,85-0190208,Nisse,KOTAK073641,11147,30201895771242,GOLD,12/28/2022,ONLINE,09/07/2020,7:17:58,DEBIT,Canturay,138.130.58.20,SUCCESS
ce74697b-bdfc-4cd4-b7c8-abeb9ee69d73,SBI,56-1509859,Kari,Girton,SBI00013783,99-8539562,Byrom,SBI00078103,96345,4564296842321899,BRONZE,4/7/2022,POS,20/06/2019,23:39:24,CREDIT,Qi’an,180.203.36.24,SUCCESS
91d5e69f-b104-4d37-80a0-5deac01751d4,SBI,10-8027683,Lari,Cramb,SBI00049832,99-7549989,Georas,SBI00057453,61657,3532272261507343,PLATINUM,6/4/2022,BANK,28/07/2020,10:37:37,DEBIT,Utena,64.14.250.125,SUCCESS
49b7c5df-4e5c-4da0-a845-c294c3c80bde,HDFC,56-5496734,Fairfax,Okker,HDFC0047738,42-3277202,Brittany,HDFC0084004,5115,3541530549250963,PLATINUM,6/22/2026,BANK,30/08/2020,5:20:25,DEBIT,Öldziyt,77.220.151.12,SUCCESS
46a8fb19-b634-4905-8015-a72776e7695b,ICICI,06-8932514,Ula,Chastand,ICICI024966,64-7929940,Della,ICICI087131,97518,3532947408532045,PLATINUM,10/5/2026,ONLINE,09/07/2019,2:16:59,DEBIT,Salām Khēl,230.59.178.19,SUCCESS
29abc865-e0e6-428a-a715-1276f1f0e8fe,CITY,28-3080545,Jacquenette,Liveing,CITY0013424,82-4601611,Waverley,CITY0066475,47559,67591805745675195,BRONZE,2/10/2022,POS,29/11/2019,14:45:12,CREDIT,Kutum,175.234.104.160,SUCCESS
e1205cd3-197e-43d6-a21b-30b5c91e8711,CITY,64-1915961,Richart,McGarel,CITY0038819,75-0306543,Shermy,CITY0090644,26846,50202980546651153,BRONZE,12/30/2025,ONLINE,11/09/2019,22:15:40,DEBIT,Jibu Hulangtu,17.209.243.13,SUCCESS
68054f53-1af0-4149-806b-400e1826775e,ICICI,67-1505676,Iolande,Sangar,ICICI039496,26-4875031,Sheeree,ICICI073500,10762,3540963975349788,GOLD,7/21/2027,BANK,18/05/2020,22:43:58,DEBIT,Bridgetown,124.136.203.220,SUCCESS
11fd9dfa-1ed5-4331-baf7-4e028f044e1e,KOTAK,10-3648497,Jonis,Coton,KOTAK029152,49-8681673,Vyky,KOTAK072404,14419,503810018775060705,GOLD,11/7/2025,BANK,23/12/2019,15:52:30,CREDIT,Ronneby,223.255.89.120,SUCCESS
44fd8472-26fc-4a81-9d27-ce912715ddde,KOTAK,04-8551811,Brien,Kleszinski,KOTAK028162,93-3180571,Murial,KOTAK097823,51151,342163158941222,SILVER,7/31/2027,BANK,11/03/2020,23:14:41,CREDIT,Banatski Dvor,141.159.212.150,SUCCESS
bafcacb3-c97b-4d84-aa36-113b1b1d1590,HDFC,69-1880965,Thomasin,Salazar,HDFC0038270,65-5722144,Merilee,HDFC0094754,81622,4175000382566421,SILVER,3/19/2022,ONLINE,18/07/2019,7:47:58,CREDIT,Santa Cruz Cabrália,92.170.157.174,FAILED
1458dc87-acc6-4ffd-bf21-419b2b33a748,KOTAK,08-3996366,Nonah,Ryson,KOTAK011268,85-9276244,Valina,KOTAK077999,97065,3553722733379915,SILVER,8/18/2026,ONLINE,04/01/2020,7:57:57,CREDIT,Lianghe,70.50.198.52,SUCCESS
b853047d-83a3-4c50-991d-22cd1be29e16,KOTAK,54-8935677,Dev,Bristow,KOTAK010866,73-1565802,Teddy,KOTAK096180,16730,3565525016988419,GOLD,2/24/2026,BANK,14/05/2020,10:25:25,CREDIT,Shikārpur,46.232.224.35,SUCCESS
eb6623c9-3a28-4676-8f00-3afe6e28652c,ICICI,98-8606012,Hillier,Towner,ICICI016989,68-4500570,Brock,ICICI093269,34415,3538787097015595,BRONZE,11/4/2026,BANK,23/10/2019,9:14:07,CREDIT,Hamada,240.109.156.227,SUCCESS
fb680069-53a8-4960-a80a-aefafa157c1b,SBI,32-4424650,Dorolice,Conaboy,SBI00042482,25-0198476,Terri-jo,SBI00093789,85985,3579387354312221,PLATINUM,9/7/2027,BANK,18/01/2020,8:39:11,CREDIT,Maoping,45.250.227.21,SUCCESS
a237c92f-5644-40da-8681-42ab8428eb1f,HDFC,71-3854505,Bing,Witherington,HDFC0018798,24-3244127,Bobette,HDFC0071231,3547,5100131294384749,SILVER,7/31/2027,BANK,14/07/2020,8:07:23,CREDIT,Hamonggolele,117.24.132.17,SUCCESS
afa82910-356a-432c-9014-84659859aa5b,ICICI,22-0158591,Iolanthe,Bosward,ICICI038064,53-4079819,Nissa,ICICI093272,47304,377139372807439,SILVER,10/14/2021,POS,26/03/2020,6:58:54,CREDIT,Vođinci,175.252.96.98,SUCCESS
96f77d48-822a-4857-808c-806b9d753c8a,SBI,04-0830721,Otto,Ricks,SBI00027962,57-5412604,Veda,SBI00069569,69084,3562564392066618,BRONZE,6/27/2022,ONLINE,21/12/2019,1:21:34,DEBIT,Imaan,31.6.225.49,SUCCESS
b0c6df0e-6acf-4b4d-966f-c588e0204bde,HDFC,22-2785214,Molly,Leele,HDFC0042870,06-3000655,Rhianon,HDFC0086792,35124,3542808012247289,BRONZE,3/15/2023,BANK,31/12/2019,16:00:40,DEBIT,Heping,190.240.189.125,SUCCESS
c702f8c7-2de6-4b02-b272-b7a706a052f9,SBI,00-0443179,Billy,Judd,SBI00033149,51-5473605,Den,SBI00080663,57148,3583751096006397,SILVER,12/4/2026,ONLINE,19/04/2020,16:42:48,CREDIT,Okhotsk,25.117.69.168,SUCCESS
6da3a378-90c3-4f9c-8ff8-b4a4e9ebcc3c,SBI,96-3843473,Vikki,Noore,SBI00015784,70-9794805,Vicky,SBI00094654,52149,3571625075294907,GOLD,11/15/2026,BANK,02/08/2019,12:16:47,CREDIT,Sacramento,18.242.6.98,SUCCESS
0543bdaa-20cf-48a0-9fb6-d605afda9b3a,ICICI,47-4762200,Jackelyn,Soppett,ICICI040999,34-0319137,Ofella,ICICI078295,92013,5602257717999087,GOLD,5/21/2022,POS,26/09/2019,12:00:14,DEBIT,Fulnek,133.61.206.225,SUCCESS
37207d55-c41b-449c-a025-bedf1e95cbef,KOTAK,67-8926897,Lilly,Cheatle,KOTAK050341,52-7870620,Fayette,KOTAK081166,3325,3568809220008306,PLATINUM,3/14/2024,ONLINE,28/12/2019,14:24:47,DEBIT,Šenov,72.151.90.189,FAILED
ba5e47b1-fe12-4f83-826c-7229cf57fa55,KOTAK,34-5297490,Datha,Coles,KOTAK053886,88-2672750,Barbabra,KOTAK058506,78175,3535501893635909,PLATINUM,3/30/2026,ONLINE,03/05/2020,10:24:10,CREDIT,Caen,206.197.211.240,SUCCESS
556c826f-b1e4-4645-80a0-bc60ac56198c,KOTAK,16-0232936,Liuka,Jankovic,KOTAK054518,14-3209202,Cindi,KOTAK094481,67080,5110436536320445,PLATINUM,5/30/2024,ONLINE,17/09/2020,7:13:46,DEBIT,Antíparos,31.242.203.82,SUCCESS
9299cd7f-f42f-411a-ad0c-df81bccadd5b,SBI,09-6038850,Deana,Di Claudio,SBI00053835,16-4973617,Aubree,SBI00064985,29574,3572269262552055,BRONZE,7/26/2023,BANK,23/06/2020,0:46:59,CREDIT,Det Udom,87.61.216.95,SUCCESS
b1705085-833c-4038-bb17-a73ada59f881,ICICI,54-3009742,Jaime,Misk,ICICI048442,24-2866814,Niki,ICICI079509,76556,3573996609922661,BRONZE,8/11/2023,BANK,20/04/2020,11:55:24,CREDIT,Dar Chabanne,100.36.144.205,SUCCESS
a38860e8-df61-4ef9-b4ef-e9fdf8e784e4,SBI,47-7560988,Simonette,Clout,SBI00018740,97-0457506,Selma,SBI00085615,6208,67093599521413631,SILVER,1/11/2027,POS,30/08/2019,3:15:17,DEBIT,Kveda Chkhorots’q’u,244.197.57.243,SUCCESS
9a056757-36dc-4b45-8d2a-ad1d21c1ba83,HDFC,01-4089061,Romeo,Gritskov,HDFC0035731,38-0116915,Elwin,HDFC0095096,50059,3555192222936088,PLATINUM,8/6/2025,BANK,15/11/2019,10:36:18,CREDIT,Fort Liberté,120.108.98.120,SUCCESS
70d5c72d-01db-478f-8acb-975c0b86c441,ICICI,99-0877643,Elberta,Fearby,ICICI018485,03-8900923,Ugo,ICICI084047,91146,677150471086119753,BRONZE,10/15/2021,BANK,29/08/2019,21:02:29,CREDIT,Airuk,4.192.23.106,SUCCESS
0c9678dd-6451-468f-909a-b830bedd43bc,SBI,64-9390378,Sabra,Ollivier,SBI00033654,10-8697318,Bailie,SBI00069935,59420,3534479627147858,GOLD,3/28/2022,BANK,17/07/2020,8:23:03,DEBIT,La Floresta,165.50.2.176,SUCCESS
da606bc8-f315-43b8-ba33-b5202ae43952,SBI,24-9631720,Fabio,Mynett,SBI00053003,14-9720411,Joey,SBI00068654,87311,5602249639716806108,PLATINUM,6/15/2023,ONLINE,11/11/2019,1:19:10,CREDIT,San Felipe,92.188.22.81,SUCCESS
af2fa9a7-28ce-45e8-8911-35c02eee2945,SBI,18-0928388,Claus,Orpwood,SBI00038021,41-3214316,Janessa,SBI00085918,3539,5038048764619437,BRONZE,11/28/2024,POS,01/06/2020,7:26:27,CREDIT,Balogo,69.100.77.87,SUCCESS
5597b792-2249-4573-964b-f236e45e7896,ICICI,51-2252996,Neill,Hullah,ICICI039575,08-9761876,Zsazsa,ICICI096899,63848,3576576913734908,SILVER,6/24/2024,POS,08/02/2020,4:06:23,CREDIT,Dingbao,163.134.230.232,SUCCESS
a394c00e-2154-4773-bb8e-9529f9c16ea7,KOTAK,67-0123047,Prissie,Affleck,KOTAK029685,15-6148767,Luise,KOTAK087518,64165,5404411090008590,GOLD,10/12/2023,POS,22/06/2020,1:48:54,DEBIT,Pisan,169.40.94.226,FAILED
aa58d3af-41b4-41f7-a0b4-97d6b34a944d,KOTAK,35-7107731,Kendrick,Kaspar,KOTAK047577,95-7700139,Catharine,KOTAK087600,45030,3555192972916124,SILVER,6/8/2026,POS,08/06/2020,15:07:42,DEBIT,Cayenne,129.7.250.48,FAILED
1934d3d6-b957-466b-bb7a-ceb643a6994a,SBI,18-0379810,Shurwood,Nanninini,SBI00015834,66-0956327,Elfreda,SBI00071468,28262,201720218641546,SILVER,12/3/2021,BANK,19/04/2020,0:17:48,DEBIT,Dārān,195.216.156.56,SUCCESS
c4441846-48d7-4177-bdfd-0bbc37c9d13f,ICICI,21-7409060,Gladi,Metcalf,ICICI010276,03-4648982,Wilburt,ICICI080812,63865,3563397802853443,PLATINUM,9/6/2026,POS,12/04/2020,6:25:44,CREDIT,San Rafael,214.240.141.156,SUCCESS
a97c7f88-bf2b-4838-bf92-d60bfcb73910,ICICI,50-9326099,Tamara,Lidgertwood,ICICI025237,47-4302475,Dyanne,ICICI072209,54205,6763710863333280,GOLD,4/21/2022,ONLINE,04/08/2019,7:29:59,CREDIT,Cibitung,49.66.96.97,SUCCESS
4826336f-2f2e-4a92-9636-a7dd04d5d975,ICICI,41-5849356,Benedikt,Jonuzi,ICICI028066,27-7722493,Kasper,ICICI085420,44463,3557997516084215,SILVER,9/27/2021,ONLINE,25/07/2020,22:33:30,DEBIT,Rancabelut,8.201.70.71,SUCCESS
0cbe0085-c501-4716-87b5-cbfd42df875b,ICICI,87-2288043,Anjela,Pedycan,ICICI046906,46-9222556,Letitia,ICICI060761,73681,4175002867133511,BRONZE,1/2/2022,BANK,28/06/2020,18:04:50,CREDIT,Kangani,162.201.185.108,SUCCESS
be474bac-a39a-4a55-a2f5-9a444f16db68,SBI,24-4380497,Gwenni,Wallbanks,SBI00048852,08-3471475,Kirby,SBI00094641,3278,493635624941359207,GOLD,7/21/2024,POS,01/06/2020,17:04:02,DEBIT,Trudobelikovskiy,15.151.157.217,SUCCESS
c0290f6c-709b-4a4d-8384-0145651a1a46,SBI,57-2193529,Stanton,Dubble,SBI00042687,69-1888718,Berget,SBI00098213,65161,589312686378165717,GOLD,4/10/2025,BANK,23/08/2020,1:31:33,DEBIT,Zapatero,56.1.163.134,SUCCESS
f3f24eb5-2c99-436f-81fd-683b1dbc8eee,SBI,75-1634477,Jackelyn,Beste,SBI00015809,39-0227685,Ameline,SBI00090110,1863,5602219716629584505,PLATINUM,5/23/2027,ONLINE,03/07/2020,14:59:53,CREDIT,Santiago,248.170.130.25,SUCCESS
6cc5fa5e-59f3-40d9-98ba-a2d85c2f6207,HDFC,18-8889643,Phip,Ravillas,HDFC0044902,67-2782620,Darrin,HDFC0093828,93118,6391945911226587,GOLD,10/16/2025,POS,10/01/2020,17:27:54,CREDIT,Ganjun,0.159.247.220,SUCCESS
dc992c9f-8f04-44e7-9841-f5fbeac04df9,CITY,52-2875872,Gardy,Clother,CITY0040755,40-2767045,Angele,CITY0079937,64912,3545417357039041,SILVER,8/7/2026,ONLINE,22/10/2019,23:52:15,CREDIT,Łazy,58.15.186.78,SUCCESS
